segmento,tiempo,frame,segundo,id,equipo,x,y,x_norm,y_norm,zona_v,zona_h,conf
1T — Inicio a TM Olimpia,1T,18402,613.4,999,marmoleria,333.7,160.4,0.521,0.227,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,18411,613.7,999,marmoleria,342.0,157.4,0.534,0.215,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,18564,618.8,1001,marmoleria,621.6,198.4,0.971,0.343,definicion,carril_central,0.71
1T — Inicio a TM Olimpia,1T,18567,618.9,1001,marmoleria,618.6,202.3,0.967,0.359,definicion,carril_central,0.65
1T — Inicio a TM Olimpia,1T,18570,619.0,1001,marmoleria,616.5,202.9,0.963,0.389,definicion,carril_central,0.62
1T — Inicio a TM Olimpia,1T,18573,619.1,1001,marmoleria,621.8,203.5,0.971,0.391,definicion,carril_central,0.74
1T — Inicio a TM Olimpia,1T,18576,619.2,1001,marmoleria,626.8,203.4,0.979,0.391,definicion,carril_central,0.6
1T — Inicio a TM Olimpia,1T,18762,625.4,1008,marmoleria,241.7,186.3,0.378,0.373,gestacion,carril_central,0.84
1T — Inicio a TM Olimpia,1T,18765,625.5,1008,marmoleria,245.3,186.4,0.383,0.373,gestacion,carril_central,0.82
1T — Inicio a TM Olimpia,1T,18768,625.6,1008,marmoleria,247.0,185.4,0.386,0.37,gestacion,carril_central,0.84
1T — Inicio a TM Olimpia,1T,18771,625.7,1008,marmoleria,248.2,185.1,0.388,0.369,gestacion,carril_central,0.67
1T — Inicio a TM Olimpia,1T,18774,625.8,1008,marmoleria,252.1,184.5,0.394,0.367,gestacion,carril_central,0.69
1T — Inicio a TM Olimpia,1T,18777,625.9,1008,marmoleria,256.2,182.7,0.4,0.36,gestacion,carril_central,0.74
1T — Inicio a TM Olimpia,1T,18780,626.0,1008,marmoleria,258.5,181.5,0.404,0.356,gestacion,carril_central,0.71
1T — Inicio a TM Olimpia,1T,18783,626.1,1008,marmoleria,263.4,180.0,0.412,0.35,gestacion,carril_central,0.71
1T — Inicio a TM Olimpia,1T,18786,626.2,1008,marmoleria,272.3,177.8,0.425,0.342,gestacion,carril_central,0.75
1T — Inicio a TM Olimpia,1T,18789,626.3,1008,marmoleria,277.0,174.9,0.433,0.332,gestacion,carril_central,0.67
1T — Inicio a TM Olimpia,1T,18795,626.5,1008,marmoleria,281.1,173.9,0.439,0.328,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,18798,626.6,1013,olimpia,146.3,152.3,0.229,0.25,defensa,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,18831,627.7,1010,olimpia,192.5,224.7,0.301,0.517,defensa,carril_central,0.74
1T — Inicio a TM Olimpia,1T,18834,627.8,1010,olimpia,192.7,222.4,0.301,0.509,defensa,carril_central,0.76
1T — Inicio a TM Olimpia,1T,18837,627.9,1010,olimpia,193.5,217.9,0.302,0.493,defensa,carril_central,0.78
1T — Inicio a TM Olimpia,1T,18840,628.0,1010,olimpia,193.9,215.0,0.303,0.48,defensa,carril_central,0.82
1T — Inicio a TM Olimpia,1T,18843,628.1,1010,olimpia,194.1,212.3,0.303,0.471,defensa,carril_central,0.82
1T — Inicio a TM Olimpia,1T,18849,628.3,1010,olimpia,194.1,210.6,0.303,0.464,defensa,carril_central,0.86
1T — Inicio a TM Olimpia,1T,18852,628.4,1010,olimpia,194.2,210.1,0.303,0.463,defensa,carril_central,0.81
1T — Inicio a TM Olimpia,1T,18855,628.5,1010,olimpia,193.9,206.5,0.303,0.45,defensa,carril_central,0.81
1T — Inicio a TM Olimpia,1T,18858,628.6,1010,olimpia,194.0,205.0,0.303,0.445,defensa,carril_central,0.83
1T — Inicio a TM Olimpia,1T,18861,628.7,1010,olimpia,194.7,203.5,0.304,0.439,defensa,carril_central,0.83
1T — Inicio a TM Olimpia,1T,18864,628.8,1010,olimpia,196.0,200.8,0.306,0.429,defensa,carril_central,0.81
1T — Inicio a TM Olimpia,1T,18867,628.9,1010,olimpia,197.2,200.8,0.308,0.43,defensa,carril_central,0.83
1T — Inicio a TM Olimpia,1T,18870,629.0,1010,olimpia,199.4,197.5,0.435,0.411,gestacion,carril_central,0.86
1T — Inicio a TM Olimpia,1T,18873,629.1,1010,olimpia,201.0,195.4,0.438,0.404,gestacion,carril_central,0.87
1T — Inicio a TM Olimpia,1T,18876,629.2,1010,olimpia,202.4,194.7,0.441,0.401,gestacion,carril_central,0.85
1T — Inicio a TM Olimpia,1T,18876,629.2,1013,marmoleria,151.5,150.7,0.33,0.242,defensa,carril_izquierdo,0.53
1T — Inicio a TM Olimpia,1T,18879,629.3,1010,olimpia,203.2,194.7,0.443,0.401,gestacion,carril_central,0.89
1T — Inicio a TM Olimpia,1T,18882,629.4,1010,olimpia,204.2,193.4,0.445,0.396,gestacion,carril_central,0.82
1T — Inicio a TM Olimpia,1T,18882,629.4,1019,olimpia,236.6,152.9,0.516,0.25,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,18885,629.5,1010,olimpia,205.8,188.2,0.448,0.378,gestacion,carril_central,0.73
1T — Inicio a TM Olimpia,1T,18888,629.6,1010,olimpia,207.3,187.7,0.452,0.376,gestacion,carril_central,0.78
1T — Inicio a TM Olimpia,1T,18891,629.7,1010,olimpia,209.5,186.6,0.456,0.372,gestacion,carril_central,0.65
1T — Inicio a TM Olimpia,1T,18891,629.7,1019,olimpia,245.0,153.7,0.534,0.253,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,18894,629.8,1010,olimpia,212.1,183.9,0.462,0.362,gestacion,carril_central,0.64
1T — Inicio a TM Olimpia,1T,18894,629.8,1019,olimpia,245.8,153.7,0.536,0.253,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,18894,629.8,1015,marmoleria,172.7,146.1,0.376,0.225,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,18897,629.9,1010,olimpia,213.6,181.2,0.465,0.352,gestacion,carril_central,0.72
1T — Inicio a TM Olimpia,1T,18897,629.9,1019,olimpia,247.4,152.3,0.539,0.247,gestacion,carril_izquierdo,0.85
1T — Inicio a TM Olimpia,1T,18897,629.9,1015,marmoleria,174.1,145.1,0.379,0.221,gestacion,carril_izquierdo,0.46
1T — Inicio a TM Olimpia,1T,18900,630.0,1010,olimpia,215.4,181.8,0.337,0.357,gestacion,carril_central,0.73
1T — Inicio a TM Olimpia,1T,18900,630.0,1019,olimpia,249.7,152.8,0.39,0.252,gestacion,carril_izquierdo,0.77
1T — Inicio a TM Olimpia,1T,18900,630.0,1015,marmoleria,175.8,145.2,0.275,0.225,defensa,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,18903,630.1,1010,olimpia,218.1,179.0,0.341,0.347,gestacion,carril_central,0.74
1T — Inicio a TM Olimpia,1T,18903,630.1,1019,olimpia,252.7,153.1,0.395,0.253,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,18906,630.2,1010,olimpia,219.0,178.3,0.342,0.344,gestacion,carril_central,0.71
1T — Inicio a TM Olimpia,1T,18906,630.2,1019,olimpia,253.2,152.9,0.396,0.253,gestacion,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,18909,630.3,1010,olimpia,220.6,178.2,0.345,0.344,gestacion,carril_central,0.68
1T — Inicio a TM Olimpia,1T,18909,630.3,1019,olimpia,255.8,151.8,0.4,0.248,gestacion,carril_izquierdo,0.82
1T — Inicio a TM Olimpia,1T,18912,630.4,1010,olimpia,222.2,178.3,0.347,0.344,gestacion,carril_central,0.79
1T — Inicio a TM Olimpia,1T,18912,630.4,1019,olimpia,258.5,152.2,0.404,0.25,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,18915,630.5,1010,olimpia,224.0,174.7,0.35,0.331,gestacion,carril_central,0.75
1T — Inicio a TM Olimpia,1T,18915,630.5,1019,olimpia,261.4,151.7,0.409,0.248,gestacion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,18918,630.6,1010,olimpia,224.9,172.4,0.351,0.323,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,18918,630.6,1019,olimpia,265.3,151.8,0.415,0.248,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,18921,630.7,1010,olimpia,227.8,172.0,0.356,0.321,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,18921,630.7,1019,olimpia,268.4,150.0,0.419,0.242,gestacion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,18924,630.8,1010,olimpia,230.2,171.8,0.36,0.321,gestacion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,18924,630.8,1019,olimpia,269.4,149.9,0.421,0.242,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,18927,630.9,1010,olimpia,231.6,171.2,0.362,0.319,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,18927,630.9,1019,olimpia,271.6,148.3,0.424,0.236,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,18930,631.0,1010,olimpia,235.5,169.2,0.513,0.311,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,18930,631.0,1019,olimpia,274.8,148.5,0.599,0.237,gestacion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,18933,631.1,1010,olimpia,238.0,167.3,0.519,0.304,gestacion,carril_izquierdo,0.89
1T — Inicio a TM Olimpia,1T,18933,631.1,1019,olimpia,277.6,149.5,0.605,0.24,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,18933,631.1,1008,marmoleria,398.0,142.6,0.867,0.215,definicion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,18936,631.2,1010,olimpia,240.2,167.7,0.523,0.306,gestacion,carril_izquierdo,0.83
1T — Inicio a TM Olimpia,1T,18936,631.2,1019,olimpia,279.9,150.2,0.61,0.243,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,18939,631.3,1010,olimpia,241.7,167.4,0.526,0.305,gestacion,carril_izquierdo,0.77
1T — Inicio a TM Olimpia,1T,18939,631.3,1019,olimpia,281.7,150.9,0.614,0.245,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,18942,631.4,1010,olimpia,244.3,166.4,0.532,0.301,gestacion,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,18942,631.4,1019,olimpia,284.1,149.9,0.619,0.242,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,18945,631.5,1010,olimpia,245.7,165.9,0.535,0.299,gestacion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,18945,631.5,1019,olimpia,284.7,150.7,0.62,0.245,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,18948,631.6,1010,olimpia,250.9,163.0,0.547,0.289,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,18948,631.6,1019,olimpia,288.4,150.5,0.628,0.244,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,18951,631.7,1010,olimpia,253.2,163.4,0.552,0.29,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,18951,631.7,1019,olimpia,291.0,150.3,0.634,0.243,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,18954,631.8,1010,olimpia,256.8,164.1,0.559,0.293,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,18954,631.8,1019,olimpia,294.4,150.4,0.641,0.243,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,18957,631.9,1010,olimpia,261.2,164.5,0.569,0.294,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,18957,631.9,1019,olimpia,296.3,150.3,0.646,0.243,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,18960,632.0,1019,olimpia,297.9,150.8,0.645,0.245,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,18963,632.1,1019,olimpia,299.5,151.0,0.648,0.246,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,18966,632.2,1019,olimpia,301.4,148.7,0.652,0.237,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,18969,632.3,1019,olimpia,303.6,148.9,0.657,0.238,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,18972,632.4,1019,olimpia,305.6,149.4,0.661,0.24,definicion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,18975,632.5,1019,olimpia,308.0,149.4,0.667,0.24,definicion,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,18978,632.6,1019,olimpia,310.9,149.9,0.673,0.241,definicion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,18981,632.7,1019,olimpia,311.9,149.8,0.675,0.241,definicion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,18984,632.8,1019,olimpia,314.3,149.9,0.68,0.242,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,19026,634.2,1023,olimpia,121.6,153.9,0.214,0.225,defensa,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,19029,634.3,1023,olimpia,123.2,152.3,0.217,0.219,defensa,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,19032,634.4,1023,olimpia,124.7,153.5,0.22,0.224,defensa,carril_izquierdo,0.58
1T — Inicio a TM Olimpia,1T,19038,634.6,1023,olimpia,127.9,153.5,0.226,0.224,defensa,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,19044,634.8,1023,olimpia,130.4,151.0,0.23,0.214,defensa,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,19047,634.9,1023,olimpia,133.5,150.9,0.235,0.214,defensa,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,19050,635.0,1023,olimpia,135.0,150.5,0.211,0.262,defensa,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,19053,635.1,1023,olimpia,136.0,151.2,0.212,0.265,defensa,carril_izquierdo,0.58
1T — Inicio a TM Olimpia,1T,19056,635.2,1023,olimpia,140.0,152.3,0.219,0.269,defensa,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,19065,635.5,1023,olimpia,141.0,155.2,0.22,0.279,defensa,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,19068,635.6,1025,olimpia,341.7,135.3,0.534,0.209,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,19068,635.6,1023,olimpia,142.1,155.1,0.222,0.278,defensa,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,19071,635.7,1025,olimpia,344.0,134.6,0.537,0.206,gestacion,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,19071,635.7,1023,olimpia,143.2,155.9,0.224,0.281,defensa,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,19074,635.8,1023,olimpia,144.0,156.6,0.225,0.284,defensa,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,19077,635.9,1023,olimpia,145.7,157.3,0.228,0.286,defensa,carril_izquierdo,0.83
1T — Inicio a TM Olimpia,1T,19077,635.9,1014,marmoleria,607.5,200.2,0.949,0.437,definicion,carril_central,0.67
1T — Inicio a TM Olimpia,1T,19080,636.0,1023,olimpia,147.6,157.6,0.259,0.269,defensa,carril_izquierdo,0.86
1T — Inicio a TM Olimpia,1T,19080,636.0,1025,olimpia,346.6,133.4,0.608,0.182,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,19083,636.1,1023,olimpia,148.9,157.9,0.261,0.27,defensa,carril_izquierdo,0.82
1T — Inicio a TM Olimpia,1T,19083,636.1,1025,olimpia,348.3,133.2,0.611,0.181,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,19086,636.2,1023,olimpia,150.0,158.7,0.263,0.273,defensa,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,19086,636.2,1025,olimpia,349.3,131.4,0.613,0.175,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,19089,636.3,1023,olimpia,151.1,158.9,0.265,0.274,defensa,carril_izquierdo,0.81
1T — Inicio a TM Olimpia,1T,19089,636.3,1025,olimpia,350.4,131.1,0.615,0.174,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,19092,636.4,1023,olimpia,152.1,158.8,0.267,0.274,defensa,carril_izquierdo,0.77
1T — Inicio a TM Olimpia,1T,19092,636.4,1025,olimpia,351.2,131.8,0.616,0.176,gestacion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,19095,636.5,1023,olimpia,153.6,158.5,0.27,0.273,defensa,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,19095,636.5,1025,olimpia,352.5,131.2,0.618,0.174,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,19098,636.6,1023,olimpia,155.4,159.1,0.273,0.275,defensa,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,19101,636.7,1023,olimpia,157.9,160.1,0.277,0.278,defensa,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,19101,636.7,1025,olimpia,356.3,131.1,0.625,0.174,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,19104,636.8,1023,olimpia,160.2,160.0,0.281,0.278,defensa,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,19104,636.8,1025,olimpia,357.6,131.1,0.627,0.174,gestacion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,19107,636.9,1023,olimpia,154.7,157.9,0.271,0.27,defensa,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,19107,636.9,1025,olimpia,353.2,127.8,0.62,0.162,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,19110,637.0,1023,olimpia,159.2,158.9,0.282,0.284,defensa,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,19110,637.0,1025,olimpia,356.1,127.9,0.631,0.174,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,19113,637.1,1025,olimpia,357.5,128.7,0.634,0.177,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,19116,637.2,1025,olimpia,359.3,128.8,0.637,0.177,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,19119,637.3,1025,olimpia,360.5,128.0,0.639,0.174,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,19122,637.4,1025,olimpia,362.0,127.4,0.642,0.172,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,19125,637.5,1025,olimpia,363.2,126.6,0.644,0.169,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,19125,637.5,1023,olimpia,173.6,161.0,0.308,0.292,defensa,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,19128,637.6,1025,olimpia,364.5,127.2,0.646,0.172,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,19128,637.6,1023,olimpia,175.8,160.6,0.312,0.29,defensa,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,19131,637.7,1023,olimpia,178.9,161.0,0.317,0.292,defensa,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,19137,637.9,1025,olimpia,370.1,125.0,0.656,0.164,gestacion,carril_izquierdo,0.54
1T — Inicio a TM Olimpia,1T,19137,637.9,1023,olimpia,184.7,160.4,0.327,0.29,defensa,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,19143,638.1,1023,olimpia,189.1,160.3,0.337,0.289,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,19146,638.2,1025,olimpia,373.0,123.8,0.664,0.159,definicion,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,19149,638.3,1025,olimpia,373.5,123.3,0.665,0.158,definicion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,19152,638.4,1025,olimpia,375.2,123.1,0.668,0.157,definicion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,19155,638.5,1025,olimpia,376.4,123.2,0.67,0.157,definicion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,19158,638.6,1025,olimpia,377.4,122.4,0.672,0.154,definicion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,19161,638.7,1025,olimpia,379.1,122.4,0.675,0.155,definicion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,19164,638.8,1025,olimpia,378.8,120.3,0.674,0.147,definicion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,19167,638.9,1025,olimpia,380.5,120.9,0.677,0.149,definicion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,19167,638.9,1023,olimpia,207.5,159.9,0.369,0.288,gestacion,carril_izquierdo,0.58
1T — Inicio a TM Olimpia,1T,19170,639.0,1023,olimpia,204.3,158.5,0.371,0.291,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,19173,639.1,1023,olimpia,207.6,160.3,0.377,0.297,gestacion,carril_izquierdo,0.81
1T — Inicio a TM Olimpia,1T,19173,639.1,1025,olimpia,379.1,120.9,0.689,0.158,definicion,carril_izquierdo,0.45
1T — Inicio a TM Olimpia,1T,19176,639.2,1023,olimpia,210.9,160.0,0.383,0.296,gestacion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,19179,639.3,1023,olimpia,212.2,159.7,0.386,0.295,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,19179,639.3,1025,olimpia,381.1,122.3,0.693,0.163,definicion,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,19182,639.4,1025,olimpia,381.6,122.3,0.694,0.163,definicion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,19188,639.6,1025,olimpia,383.4,119.2,0.697,0.152,definicion,carril_izquierdo,0.53
1T — Inicio a TM Olimpia,1T,19191,639.7,1025,olimpia,383.8,119.1,0.698,0.152,definicion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,19194,639.8,1025,olimpia,385.5,119.1,0.701,0.152,definicion,carril_izquierdo,0.54
1T — Inicio a TM Olimpia,1T,19197,639.9,1025,olimpia,387.4,119.4,0.704,0.153,definicion,carril_izquierdo,0.46
1T — Inicio a TM Olimpia,1T,19200,640.0,1023,olimpia,228.5,157.0,0.412,0.295,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,19203,640.1,1023,olimpia,229.9,157.6,0.415,0.297,gestacion,carril_izquierdo,0.54
1T — Inicio a TM Olimpia,1T,19203,640.1,1025,olimpia,389.5,120.2,0.703,0.167,definicion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,19206,640.2,1023,olimpia,231.4,157.5,0.418,0.297,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,19209,640.3,1023,olimpia,232.9,157.4,0.42,0.296,gestacion,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,19212,640.4,1023,olimpia,234.6,156.1,0.423,0.292,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,19215,640.5,1023,olimpia,237.0,156.0,0.428,0.292,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,19218,640.6,1023,olimpia,242.5,155.2,0.438,0.289,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,19221,640.7,1023,olimpia,241.7,155.7,0.436,0.291,gestacion,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,19224,640.8,1023,olimpia,242.4,156.2,0.438,0.292,gestacion,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,19230,641.0,1023,olimpia,244.5,155.5,0.382,0.275,gestacion,carril_izquierdo,0.75
1T — Inicio a TM Olimpia,1T,19233,641.1,1023,olimpia,245.8,155.6,0.384,0.275,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,19236,641.2,1023,olimpia,246.6,154.1,0.385,0.27,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,19239,641.3,1023,olimpia,247.3,153.8,0.386,0.269,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,19248,641.6,1023,olimpia,251.8,154.4,0.393,0.271,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,19251,641.7,1023,olimpia,254.3,154.0,0.397,0.269,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,19254,641.8,1023,olimpia,254.6,154.3,0.398,0.271,gestacion,carril_izquierdo,0.84
1T — Inicio a TM Olimpia,1T,19257,641.9,1023,olimpia,255.4,154.1,0.399,0.27,gestacion,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,19260,642.0,1023,olimpia,256.1,153.9,0.586,0.266,gestacion,carril_izquierdo,0.84
1T — Inicio a TM Olimpia,1T,19263,642.1,1023,olimpia,256.8,153.9,0.588,0.266,gestacion,carril_izquierdo,0.84
1T — Inicio a TM Olimpia,1T,19266,642.2,1023,olimpia,256.8,152.4,0.588,0.261,gestacion,carril_izquierdo,0.87
1T — Inicio a TM Olimpia,1T,19269,642.3,1023,olimpia,256.6,153.2,0.587,0.264,gestacion,carril_izquierdo,0.85
1T — Inicio a TM Olimpia,1T,19272,642.4,1023,olimpia,256.0,153.5,0.586,0.265,gestacion,carril_izquierdo,0.84
1T — Inicio a TM Olimpia,1T,19275,642.5,1023,olimpia,256.4,153.2,0.587,0.264,gestacion,carril_izquierdo,0.84
1T — Inicio a TM Olimpia,1T,19278,642.6,1023,olimpia,256.7,152.7,0.587,0.262,gestacion,carril_izquierdo,0.82
1T — Inicio a TM Olimpia,1T,19281,642.7,1023,olimpia,257.2,152.3,0.589,0.261,gestacion,carril_izquierdo,0.77
1T — Inicio a TM Olimpia,1T,19284,642.8,1023,olimpia,258.3,153.1,0.591,0.264,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,19287,642.9,1023,olimpia,259.7,153.9,0.594,0.266,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,19290,643.0,1023,olimpia,260.7,153.6,0.578,0.171,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,19293,643.1,1023,olimpia,261.2,153.3,0.579,0.17,gestacion,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,19296,643.2,1023,olimpia,261.7,153.2,0.58,0.169,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,19299,643.3,1023,olimpia,261.3,153.3,0.579,0.17,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,19302,643.4,1023,olimpia,260.3,153.1,0.577,0.169,gestacion,carril_izquierdo,0.75
1T — Inicio a TM Olimpia,1T,19305,643.5,1023,olimpia,259.6,153.1,0.576,0.169,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,19308,643.6,1023,olimpia,256.7,152.9,0.569,0.168,gestacion,carril_izquierdo,0.85
1T — Inicio a TM Olimpia,1T,19311,643.7,1023,olimpia,254.9,151.5,0.565,0.163,gestacion,carril_izquierdo,0.89
1T — Inicio a TM Olimpia,1T,19314,643.8,1023,olimpia,253.6,152.4,0.562,0.166,gestacion,carril_izquierdo,0.85
1T — Inicio a TM Olimpia,1T,19317,643.9,1023,olimpia,252.2,152.6,0.559,0.167,gestacion,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,19320,644.0,1023,olimpia,250.6,153.0,0.392,0.253,gestacion,carril_izquierdo,0.52
